Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Fuujirareta Megami Portable,PSP,2011,Misc,Paon,0,0,0.02,0,0.02,,,,,,,
Growlanser: Heritage of War (jp sales),PS2,2006,Role-Playing,Rising Star Games,0,0,0.05,0,0.05,,,,,,,
DJ Max Fever,PSP,2009,Misc,PM Studios,0.09,0,0,0.01,0.11,77,5,6.5,13,Pentavision Entertainment,T,
Ecco the Dolphin,GEN,1992,Adventure,Sega,0,0,0.12,0,0.12,,,,,,,
Bayonetta,PS3,2009,Action,Sega,0.44,0.39,0.21,0.16,1.21,87,54,7.7,355,Nex Entertainment,M,
Ghostbusters II,2600,N/A,Action,Activision,0.2,0.01,0,0,0.21,,,,,,,
Final Fantasy XIV: A Realm Reborn,PS4,2014,Role-Playing,Square Enix,0.33,0.23,0.08,0.11,0.75,,,,,,,
Space Chimps,DS,2008,Platform,Brash Entertainment,0.05,0,0,0,0.06,59,5,,,"Red Tribe, Brash Entertainment",E,
Sonic Riders,GC,2006,Racing,Sega,0.71,0.18,0,0.03,0.92,59,32,8,46,Sonic Team,E,
Marvel Nemesis: Rise of the Imperfects,GC,2005,Fighting,Electronic Arts,0.3,0.08,0,0.01,0.38,54,19,5.7,24,"EA Canada, Nihilistic",T,
ESPN Winter X-Games: Snowboarding 2002,GBA,2000,Sports,Konami Digital Entertainment,0.05,0.02,0,0,0.06,,,,,,,
Dream Girl Premier,3DS,2015,Misc,Alchemist,0,0,0.03,0,0.03,,,,,,,
Star Wars: Lethal Alliance,DS,2006,Action,Ubisoft,0.08,0.01,0,0.01,0.1,57,15,,,Ubisoft Casablanca,E10+,
SBK X: Superbike World Championship,PS3,2010,Racing,Black Bean Games,0.05,0.12,0,0.04,0.21,73,4,7.5,4,Milestone S.r.l,E10+,
Ultimate Spider-Man,GC,2005,Action,Activision,0.29,0.07,0,0.01,0.37,76,36,7.2,21,Treyarch,T,
Kikou Heidan J-Phoenix 2,PS2,2003,Action,Takara,0,0,0.04,0,0.04,,,,,,,
Two Worlds II,PS3,2011,Role-Playing,Unknown,0.26,0.1,0.06,0.05,0.46,70,28,7,65,Reality Pump,M,
Fable: The Lost Chapters,PC,2005,Role-Playing,Microsoft Game Studios,0.01,0.05,0,0.01,0.07,83,54,8.7,489,Lionhead Studios,M,
Game of Thrones (Telltale),PS3,2015,Adventure,Telltale Games,0.02,0.02,0,0.01,0.04,,,,,,,
H2O+: Footprints in the Sand,PS2,2008,Adventure,Kadokawa Shoten,0,0,0.01,0,0.01,,,,,,,
Imagine: Ballet Star,DS,2008,Simulation,Ubisoft,0.23,0,0,0.02,0.25,,,7,4,Ubisoft,E,
I-Ninja,GC,2003,Platform,Namco Bandai Games,0.07,0.02,0,0,0.09,77,18,7.6,8,Argonaut Games,T,
Sega Rally 2006,PS2,N/A,Racing,Unknown,0,0,0.04,0,0.04,,,,,,,
Interactive Storybook DS Series 1,DS,2007,Misc,Tommo,0.06,0,0,0,0.07,,,,,Starfish SD,E,
Hot Wheels Velocity X,GC,2002,Racing,THQ,0.09,0.02,0,0,0.11,55,4,6.4,5,Beyond Games,E,
Order of War,PC,2009,Strategy,Square Enix,0,0.01,0,0,0.02,69,39,7.3,73,Wargaming.net,T,
Mega Man 64,N64,2000,Action,Capcom,0.14,0.03,0.05,0,0.22,,,,,,,
Dragon Ball Z: Budokai Tenkaichi 2,Wii,2006,Fighting,Atari,0.24,0.03,0,0.02,0.28,72,37,8.5,40,Spike,T,
Veggy World,DS,2011,Shooter,Jack of All Games,0.02,0,0,0,0.02,,,,,Jack of All Games,E,
The King of Fighters: Dream Match 1999,DC,1999,Fighting,SNK,0,0,0.1,0,0.1,,,,,,,
Batman Begins,GBA,2005,Action,Electronic Arts,0.12,0.05,0,0,0.17,61,5,6.9,9,Vicarious Visions,E10+,
Twisted Metal: Head On,PSP,2005,Action,Sony Computer Entertainment,0.71,0,0,0.06,0.77,79,45,8.2,38,Incognito Inc.,T,
Puzzler Collection,DS,2008,Puzzle,Ubisoft,0.16,0.78,0,0.04,0.99,71,5,,,Route 1 Games,E,
UFC: Tapout,XB,2002,Fighting,Crave Entertainment,0.14,0.05,0,0.01,0.2,,,,,,,
Romance of the Three Kingdoms VIII,PS2,2002,Strategy,Tecmo Koei,0.05,0.04,0.19,0.01,0.3,77,14,8.9,17,Koei,E,
Delta Force: Black Hawk Down,PS2,2005,Shooter,NovaLogic,0.22,0.17,0,0.06,0.46,58,25,8.8,51,Rebellion,T,
Alpha Protocol,PC,2010,Role-Playing,Sega,0,0.03,0,0.01,0.03,72,25,7.5,511,Obsidian Entertainment,M,
Karaoke Revolution Glee,Wii,2010,Misc,Konami Digital Entertainment,0.51,0.24,0,0.07,0.82,,,,,Konami,T,
Simpsons Wrestling,PS,2001,Fighting,Electronic Arts,0.23,1.16,0,0.11,1.51,,,,,,,
Formula 1 06,PS2,2006,Racing,Sony Computer Entertainment,0,0,0.04,0,0.04,,,,,,,
FIFA Soccer 13,PS3,2012,Action,Electronic Arts,1.06,5.01,0.13,1.97,8.16,88,37,6.6,348,Electronic Arts,E,
Pro Evolution Soccer 2017,PS3,2016,Sports,Konami Digital Entertainment,0.01,0.05,0.06,0.01,0.13,,,7.2,19,Konami,E,
LEGO Harry Potter: Years 1-4,DS,2010,Action,Warner Bros. Interactive Entertainment,1.07,0.99,0,0.22,2.28,72,7,7.2,6,TT Fusion,E10+,
2 Games in 1: Sonic Battle & ChuChu Rocket!,GBA,2005,Misc,THQ,0.44,0.16,0,0.01,0.61,,,,,,,
Kawaii Koinu DS 3,DS,2010,Simulation,MTO,0,0,0.02,0,0.02,,,,,,,
Chessmaster II,PS,1998,Strategy,Mindscape,0.08,0.06,0,0.01,0.15,,,,,,,
Jet Li: Rise to Honor,PS2,2004,Action,Sony Computer Entertainment,0.62,0.48,0,0.16,1.27,,,,,,,
SimAnimals,Wii,2009,Simulation,Electronic Arts,0.14,0.13,0,0.03,0.31,58,13,2.1,35,Electronic Arts,E,
Worms Forts: Under Siege,PS2,2004,Strategy,Acclaim Entertainment,0.05,0.04,0,0.01,0.11,63,21,8,15,Team 17,T,
Machinarium,PC,2009,Adventure,Daedalic,0,0.09,0,0.02,0.11,85,47,8.8,526,Amanita Design,,
Theatrhythm: Final Fantasy,3DS,2012,Misc,Square Enix,0.22,0.07,0.18,0.02,0.5,78,60,7.8,113,Indies Zero,E10+,
Kokoro no Kokoron,DS,2011,Misc,Namco Bandai Games,0,0,0.03,0,0.03,,,,,,,
Winning Post 6,PS2,2003,Sports,Tecmo Koei,0,0,0.09,0,0.09,,,,,,,
The Legend of Spyro: A New Beginning,DS,2006,Platform,Vivendi Games,0.33,0.01,0,0.03,0.37,68,10,6.8,8,Amaze Entertainment,E,
You Don't Know Jack,DS,2011,Misc,THQ,0.06,0,0,0,0.06,,,,,Jellyvision,T,
Top Spin 3,DS,2008,Action,D3Publisher,0.11,0.02,0,0.01,0.13,65,12,,,"Pam Development, 2K Sports",E,
Brain Boost: Beta Wave,DS,2005,Puzzle,505 Games,0.14,0,0,0.01,0.15,39,12,2.5,4,Interchannel,E,
Mortal Kombat 4,N64,1998,Fighting,GT Interactive,0.55,0.17,0,0.01,0.73,,,,,,,
International Soccer,2600,1981,Sports,Mattel Interactive,0.18,0.01,0,0,0.19,,,,,,,
Summer Athletics 2009,X360,2009,Sports,49Games,0,0.03,0,0,0.03,,,,,,,
Siren: Blood Curse,PS3,2008,Action,Sony Computer Entertainment,0,0.17,0.09,0.01,0.27,78,42,8.1,87,SCE Japan Studio,M,
The Smurfs: Dance Party,Wii,2011,Misc,Ubisoft,0.21,0.04,0,0.02,0.28,,,,,Land Ho!,E,
Dai-4-Ji Super Robot Taisen S,PS,1996,Strategy,Banpresto,0,0,0.48,0.03,0.51,,,,,,,
Karaoke Revolution,PS3,2009,Misc,Konami Digital Entertainment,0.07,0.02,0,0.01,0.1,66,8,,,Blitz Games Studios,T,
Tiger Woods PGA Tour 2004,PS2,2003,Sports,Electronic Arts,1.18,0.34,0,0.1,1.63,89,23,8.8,40,EA Sports,E,
Pro Evolution Soccer 2014,X360,2013,Action,Konami Digital Entertainment,0.07,0.15,0,0.02,0.24,80,23,4.3,113,Konami,E,
Sonic Generations,3DS,2011,Platform,Sega,0.44,0.47,0.01,0.09,1.02,66,29,6.9,108,"Sega, Dimps Corporation",E,
Tornado Outbreak,Wii,2009,Action,Konami Digital Entertainment,0.09,0,0,0.01,0.1,71,7,8.2,5,Loose Cannon Studios,E10+,
Lost Planet 3,PC,2013,Shooter,Capcom,0,0.04,0,0,0.04,61,17,6.2,210,Spark Unlimited,T,
The Rise of the Argonauts,PS3,2008,Role-Playing,Codemasters,0.05,0.11,0,0.03,0.19,,,,,,,
Airlock,2600,1981,Action,Data Age,0.36,0.02,0,0,0.39,,,,,,,
FIFA Soccer 13,WiiU,2012,Action,Electronic Arts,0.17,0.27,0,0.04,0.47,69,28,6.2,49,Electronic Arts,E,
Dance on Broadway,PS3,2011,Misc,Ubisoft,0.05,0.03,0,0.01,0.09,,,,,Longtail Studios,E10+,
Robo Pit,PS,1995,Fighting,Kokopeli Digital Studios,0.02,0.01,0,0,0.03,,,,,,,
Kingdom: Ikkitousen no Ken,PSP,2010,Action,Konami Digital Entertainment,0,0,0.02,0,0.02,,,,,,,
Call Of Duty 2: Big Red One,PS2,2005,Shooter,Activision,1.48,0.92,0.01,0.26,2.67,77,39,8.2,69,Treyarch,T,
LEGO Batman 2: DC Super Heroes,PSV,2012,Action,Warner Bros. Interactive Entertainment,0.16,0.11,0,0.06,0.33,62,9,6.7,46,TT Games,E10+,
Disciples III: Renaissance,PC,2010,Strategy,Kalypso Media,0,0.01,0,0,0.02,56,36,5.4,105,Akella,T,
Slayers,SNES,1994,Role-Playing,Banpresto,0,0,0.12,0,0.12,,,,,,,
Hyperdimension Neptunia,PS3,2010,Role-Playing,Tecmo Koei,0.22,0.09,0.07,0.04,0.43,45,31,7,148,"Idea Factory, Compile Heart",T,
Tamagotchi Party On!,Wii,2006,Misc,Namco Bandai Games,0.12,0,0.06,0.01,0.19,,,,,,,
NHL 2005,PS2,2004,Sports,Electronic Arts,0.22,0.17,0,0.06,0.45,75,21,8.3,23,EA Sports,E,
Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus,DS,2011,Strategy,Konami Digital Entertainment,0.1,0.03,0.07,0.01,0.21,,,,,,,
NCAA Final Four 2002,PS2,2001,Sports,Sony Computer Entertainment,0.15,0.12,0,0.04,0.31,52,14,6.5,8,989 Sports,E,
The Idolmaster: Gravure For You! Vol. 3,PS3,2011,Misc,Namco Bandai Games,0,0,0.08,0,0.08,,,,,,,
Heavenly Sword,PS3,2007,Action,Sony Computer Entertainment,0.57,0.72,0.06,0.29,1.65,79,64,8.3,544,Ninja Theory,T,
Pirates of the Caribbean: At World's End,PSP,2007,Action,Disney Interactive Studios,0.15,0.17,0,0.1,0.42,61,5,7,11,Eurocom Entertainment Software,T,
Taiko no Tatsujin: Go! Go! Godaime,PS2,2004,Misc,Namco Bandai Games,0,0,0.2,0,0.2,,,,,,,
Gears of War,X360,2006,Shooter,Microsoft Game Studios,3.54,1.88,0.07,0.6,6.09,94,88,8.3,2295,Epic Games,M,
Chibi Maruko-Chan: Harikiri 365-Nichi no Maki,SNES,1991,Misc,Epoch,0,0,0.08,0,0.08,,,,,,,
Hyperdimension Neptunia U: Action Unleashed,PSV,2014,Action,Idea Factory International,0.03,0.01,0.06,0.01,0.11,71,20,6.8,44,Tamsoft,T,
Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses,PSP,2010,Action,Takara Tomy,0,0,0.02,0,0.02,,,,,,,
Disney's The Emperor's New Groove,PS,2000,Platform,Sony Computer Entertainment,0.17,0.12,0,0.02,0.31,66,8,7.2,6,Disney Interactive,E,
The Simpsons Game,PS3,2007,Action,Electronic Arts,0.38,0.36,0,0.15,0.88,71,30,7.5,49,EA Redwood Shores,T,
WipEout Pulse,PSP,2007,Racing,Sony Computer Entertainment,0.13,0.12,0,0.06,0.31,82,40,8.6,31,Studio Liverpool,E10+,
LEGO Pirates of the Caribbean: The Video Game,DS,2011,Action,Disney Interactive Studios,0.34,0.46,0,0.1,0.9,69,5,,,Traveller's Tales,E10+,
A New Beginning,PC,2010,Adventure,Deep Silver,0,0.05,0,0.01,0.06,,,,,,,
Kidou Senshi Gundam 00,DS,2008,Action,Namco Bandai Games,0,0,0.08,0,0.08,,,,,,,
Club Penguin: Elite Penguin Force,DS,2008,Adventure,Disney Interactive Studios,1.87,0.97,0,0.3,3.14,,,8,37,1st Playable Productions,E,
Freaky Flyers,GC,N/A,Racing,Unknown,0.01,0,0,0,0.01,69,14,6.5,6,Midway,T,
Ultimate Spider-Man,PS2,2005,Action,Activision,0.6,0.02,0,0.1,0.72,74,52,7.9,54,Treyarch,T,
Red Faction: Guerrilla,PS3,2009,Shooter,THQ,0.33,0.27,0.02,0.12,0.74,85,56,8.1,136,Volition Inc.,M,
Jump Super Stars,DS,2005,Fighting,Nintendo,0,0,0.55,0,0.55,,,,,,,
Pony Friends: Mini Breeds Edition,DS,2008,Simulation,Eidos Interactive,0.05,0,0,0,0.05,,,,,"Eidos Interactive, Tantalus Interactive",E,
Far Cry 2,PS3,2008,Action,Ubisoft,0.43,0.69,0.01,0.26,1.38,85,49,6.4,241,Ubisoft Montreal,M,
The Incredibles,GBA,2004,Action,THQ,1.15,0.77,0.04,0.1,2.06,55,13,,,Helixe,E,
Picross DS,DS,2007,Puzzle,Nintendo,0.17,0.02,0.3,0.02,0.5,83,33,8.7,36,Jupiter Corporation,E,
NBA Jam Tournament Edition,PS,1995,Sports,Acclaim Entertainment,0.14,0.09,0,0.02,0.25,,,,,,,
Final Fantasy XI: Chains of Promathia,PS2,2004,Role-Playing,Square Enix,0.12,0.09,0,0.03,0.25,77,13,8,10,Square Enix,T,
Monster Jam,PC,2007,Racing,Activision,0.01,0,0,0,0.01,,,5.8,5,,,
The Sims 3: Town Life Stuff,PC,2011,Simulation,Electronic Arts,0.11,0.17,0,0.05,0.34,,,6.3,14,The Sims Studio,T,
The Warriors,PSP,2007,Action,Take-Two Interactive,0.23,0.01,0,0.02,0.27,81,36,7.8,21,"Rockstar Toronto, Rockstar Leeds",M,
Sudeki,XB,2004,Role-Playing,Microsoft Game Studios,0.14,0.04,0,0.01,0.19,72,75,8.4,49,Climax Group,M,
Tekken 3,PS,1998,Fighting,Sony Computer Entertainment,3.27,2.22,1.4,0.29,7.16,96,15,9.1,367,Namco,T,
Sengoku Efuda Yuugi: Hototogisu Ran,PSP,2008,Misc,Irem Software Engineering,0,0,0.02,0,0.02,,,,,,,
Sunset Overdrive,XOne,2014,Shooter,Microsoft Game Studios,0.63,0.4,0,0.1,1.14,81,89,7.7,1137,Insomniac Games,M,
Kirby and the Rainbow Curse,WiiU,2015,Platform,Nintendo,0.22,0.13,0.12,0.04,0.52,73,72,8,227,HAL Labs,E,
Fighting Fantasy: The Warlock of Firetop Mountain,DS,2009,Role-Playing,Aspyr,0.08,0,0,0.01,0.09,45,10,8.1,31,Big Blue Bubble Inc.,T,
NASCAR 09,PS3,2008,Racing,Electronic Arts,0.22,0.01,0,0.02,0.25,65,22,7.5,10,EA Games,E,
Mountain Bike Adrenaline,PS2,N/A,Sports,Unknown,0.03,0.02,0,0.01,0.05,,,,,Fresh 3D,E,
Agatha Christie's The ABC Murders,XOne,2016,Adventure,Microids,0.01,0,0,0,0.01,66,7,7.5,8,Microids,,
Xevious 3D/G+,PS,1997,Shooter,Sony Computer Entertainment,0.01,0.01,0.11,0.01,0.14,,,,,,,
ECW Anarchy Rulz,PS,1999,Fighting,Acclaim Entertainment,0.06,0.04,0,0.01,0.11,43,7,6.3,4,Acclaim,E,
Bratz: Forever Diamondz,GC,2006,Adventure,THQ,0.17,0.04,0,0.01,0.21,,,,,Blitz Games,E,
Disney's Magical Mirror Starring Mickey Mouse,GC,2002,Adventure,Nintendo,0.15,0.04,0,0.01,0.19,50,9,8.9,10,Capcom,E,
Real Soccer 2009,DS,2008,Sports,Ubisoft,0.05,0,0,0,0.06,70,7,,,Ubisoft,E,
Cube,PSP,2007,Puzzle,D3Publisher,0.02,0,0,0,0.02,60,18,,,Metia Interactive,E,
Vanark,PS,1999,Shooter,Jaleco,0.01,0.01,0,0,0.01,,,,,,,
Gauntlet: Seven Sorrows,XB,2005,Role-Playing,Midway Games,0.14,0.04,0,0.01,0.18,61,36,7.8,4,Midway,T,
Daxter,PSP,2006,Platform,Sony Computer Entertainment,2.45,1.01,0,0.75,4.21,85,59,8.7,109,Ready at Dawn,E10+,
NCAA Football 2003,PS2,2002,Sports,Electronic Arts,1.16,0.08,0,0.19,1.44,91,19,8.6,27,EA Sports,E,
Wild ARMs XF,PSP,2007,Role-Playing,505 Games,0.07,0,0.06,0.01,0.14,64,22,6.6,19,Media Vision,E10+,
Guitar Hero: Aerosmith,PS3,2008,Misc,Activision,0.73,0.15,0,0.11,0.99,70,39,5,26,Neversoft Entertainment,T,
There,PS,2002,Simulation,Infogrames,0.03,0.02,0,0,0.06,,,,,,,
Xblaze: Lost Memories,PS3,2015,Adventure,Arc System Works,0.02,0,0,0,0.02,63,4,6.2,5,Arc System Works,M,
NCAA Football 11,PS2,2010,Sports,Electronic Arts,0.19,0.15,0,0.05,0.38,,,,,EA Tiburon,E,
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden,PS2,2006,Misc,Daito,0,0,0.11,0,0.11,,,,,,,
Toki no Kizuna: Sekigahara Kitan,PSP,2012,Action,Idea Factory,0,0,0.04,0,0.04,,,,,,,
Justice League: Chronicles,GBA,2003,Platform,Midway Games,0.03,0.01,0,0,0.04,43,7,,,Full-Fat,E,
Beat City,DS,2010,Misc,THQ,0.06,0,0,0,0.07,70,7,,,Universomo,E,
Sword Art Online: Lost Song,PS3,2015,Role-Playing,Namco Bandai Games,0,0,0.1,0,0.1,,,,,,,
Slam Dunk SD Heat Up!!,SNES,1995,Sports,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,,
Dead or Alive Xtreme 2,X360,2006,Sports,Tecmo Koei,0.15,0.02,0.06,0.02,0.25,53,46,6.7,42,Team Ninja,M,
RIGS: Mechanized Combat League,PS4,2016,Action,Sony Computer Entertainment,0.03,0.05,0.01,0.02,0.11,79,42,7.9,76,Guerilla Cambridge,T,
The Space Bar,SAT,1996,Adventure,Sega,0,0,0.08,0,0.08,,,,,,,
Tekken Tag Tournament,PS2,2000,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,85,25,8.5,117,Namco,T,
Snood,GBA,2001,Puzzle,"Destination Software, Inc",0.09,0.03,0,0,0.13,68,4,,,Rebellion,E,
Pro Yakyuu Famista DS 2009,DS,2009,Sports,Namco Bandai Games,0,0,0.1,0,0.1,,,,,,,
Doctor Lautrec and the Forgotten Knights,3DS,2011,Adventure,Konami Digital Entertainment,0.07,0.05,0.03,0.01,0.16,53,19,6.1,8,WinkySoft,E10+,
The Simpsons: Hit & Run,GC,2003,Racing,Vivendi Games,0.77,0.2,0,0.03,0.99,,,,,,,
Nishijin Pachinko Monogatari 2,SNES,1996,Misc,KSS,0,0,0.03,0,0.03,,,,,,,
Prince of Persia: The Sands of Time,GC,2003,Action,Ubisoft,0.25,0.06,0,0.01,0.32,92,33,8.4,41,Ubisoft,T,
Barnyard,GC,2006,Action,THQ,0.09,0.02,0,0,0.12,66,12,,,Blue Tongue Entertainment,E10+,
Godzilla (2015),PS4,2014,Action,Namco Bandai Games,0.11,0.03,0.02,0.03,0.19,,,,,,,
Time Travelers,PSV,2012,Adventure,Level 5,0,0,0.05,0,0.05,,,,,,,
Star Wars: Lethal Alliance,PSP,2006,Action,Ubisoft,0.11,0.01,0,0.01,0.13,61,31,7,7,Ubisoft Montreal,T,
Split/Second,PC,2010,Racing,Disney Interactive Studios,0,0.04,0,0.01,0.04,79,18,8.2,116,Black Rock Studio,E10+,
Warhammer: Shadow of the Horned Rat,PS,1996,Strategy,Mindscape,0.11,0.07,0,0.01,0.19,,,,,,,
The Idolmaster: Gravure For You! Vol. 4,PS3,2012,Misc,Namco Bandai Games,0,0,0.03,0,0.03,,,,,,,
Resident Evil Director's Cut: Dual Shock Edition,PS,1997,Action,Capcom,0,0,0.16,0.01,0.17,,,,,,,
White Album: Tsuzurareru Fuyu no Omoide,PS3,2010,Adventure,Aqua Plus,0,0,0.05,0,0.05,,,,,,,
Initial D: Special Stage,PS2,2003,Racing,Sega,0,0,0.27,0,0.27,,,,,,,
Sports Champions,PS3,2010,Sports,Sony Computer Entertainment,2.13,1.12,0.1,0.5,3.84,76,64,7.9,104,"SCEA, Zindagi Games",E10+,
Grey's Anatomy: The Video Game,DS,2009,Adventure,Ubisoft,0.03,0.01,0,0,0.04,,,7.5,4,Longtail Studios,T,
Street Fighter II': Special Champion Edition (JP weekly sales),GEN,1993,Action,Capcom,0,0,0.07,0,0.07,,,,,,,
Shin Hayarigami,PSV,2014,Adventure,Nippon Ichi Software,0,0,0.05,0,0.05,,,,,,,
Command & Conquer Collection,PC,2003,Strategy,Electronic Arts,0.01,0,0,0,0.02,,,,,,,
Robopon 2: Cross Version,GBA,2001,Role-Playing,Hudson Entertainment,0.01,0,0,0,0.02,,,,,,,
Persona Q: Shadow of the Labyrinth,3DS,2014,Role-Playing,Nippon Ichi Software,0.34,0.07,0.27,0.04,0.72,83,56,8.1,169,Atlus,M,
NCIS 3D,3DS,2011,Adventure,Ubisoft,0.06,0.04,0,0.01,0.11,,,,,Ubisoft,T,
Konami Arcade Classics,PS,1999,Misc,Konami Digital Entertainment,0.02,0.01,0,0,0.04,,,,,,,
Tomb Raider: Underworld,PS2,2009,Action,Eidos Interactive,0.09,0.04,0,0.05,0.18,,,5.8,30,Crystal Dynamics,T,
Koudelka,PS,1999,Role-Playing,Atari,0.05,0.03,0,0.01,0.08,,,,,,,
NBA Inside Drive 2004,XB,2003,Sports,Microsoft Game Studios,0.13,0.04,0,0.01,0.17,71,31,8.2,11,High Voltage Software,E,
Just Dance 2017,X360,2016,Misc,Ubisoft,0.02,0.02,0,0,0.04,,,,,Ubisoft Paris,E10+,
Condemned: Criminal Origins,X360,2005,Action,Sega,0.36,0.02,0,0.03,0.41,81,72,8.2,146,Monolith Productions,M,
Major League Baseball 2K6,PSP,N/A,Sports,Unknown,0.11,0,0,0.01,0.12,69,5,,,Visual Concepts,E,
Turok: Rage Wars,N64,1999,Shooter,Acclaim Entertainment,0.3,0.06,0,0,0.37,,,,,,,
DiRT,PC,2007,Racing,Codemasters,0,0.02,0,0,0.02,84,20,7.3,91,Codemasters,E,
SafeCracker: The Ultimate Puzzle Adventure,Wii,2008,Puzzle,The Adventure Company,0.07,0.01,0,0.01,0.08,56,7,7.8,4,Kheops Studio,E,
RPG Tsukuru 2,SNES,1996,Role-Playing,ASCII Entertainment,0,0,0.31,0,0.31,,,,,,,
God of War III,PS3,2010,Action,Sony Computer Entertainment,2.74,1.33,0.12,0.61,4.8,92,101,8.7,2633,SCE Santa Monica,M,
LEGO Harry Potter: Years 1-4,PSP,2010,Action,Warner Bros. Interactive Entertainment,0.14,0.36,0,0.18,0.68,71,4,,,TT Fusion,E10+,
Rhythm Thief & the Emperor's Treasure,3DS,2012,Misc,Sega,0.07,0.07,0.12,0.01,0.27,,,,,,,
Pony Friends 2,PC,2009,Simulation,Eidos Interactive,0,0.01,0,0,0.01,,,,,,,
WWE SmackDown vs. Raw 2010,PS3,2009,Fighting,THQ,0.48,0.48,0.01,0.2,1.17,81,38,8.1,55,Yuke's,T,
High School Musical 3: Senior Year DANCE!,PS2,2008,Misc,Disney Interactive Studios,0.17,0.13,0,0.04,0.34,,,,,,,
Harukanaru Toki no Naka de: Maihitoyo,PS2,2006,Adventure,Tecmo Koei,0,0,0.04,0,0.04,,,,,,,
Avatar: The Last Airbender - The Burning Earth,DS,2007,Action,THQ,0.31,0,0,0.03,0.34,,,,,,,
Guitar Hero: Aerosmith,X360,2008,Misc,Activision,1,0.13,0,0.1,1.23,70,59,6.7,48,Neversoft Entertainment,T,
Darkstalkers Resurrection,PS3,2013,Fighting,Capcom,0,0,0.03,0,0.03,80,33,7.3,27,Iron Galaxy Studios,T,
F.E.A.R. 3,PC,2011,Shooter,Warner Bros. Interactive Entertainment,0.04,0.08,0,0.03,0.15,74,34,5.9,420,Day 1 Studios,M,
Ty the Tasmanian Tiger,XB,2002,Platform,Electronic Arts,0.14,0.04,0,0.01,0.18,68,13,8.5,11,Krome Studios,E,
Heavy Fire: Afghanistan,PC,2011,Shooter,Mastiff,0.02,0,0,0,0.02,,,3.2,5,,,
Hakuouki: Yuugi Roku DS,DS,2011,Adventure,Idea Factory,0,0,0.02,0,0.02,,,,,,,
Rayman 10th Anniversary,GBA,2005,Platform,Ubisoft,0.01,0,0,0,0.02,,,,,,,
Amagami,PSP,2011,Adventure,Kadokawa Shoten,0,0,0.15,0,0.15,,,,,,,
The Sims: Unleashed,PC,2002,Simulation,Electronic Arts,2.03,1.56,0,0.17,3.76,79,21,8,29,Maxis,T,
Tetris Attack,GB,1996,Puzzle,Nintendo,0,0,0.23,0,0.23,,,,,,,
Sloane to MacHale no Nazo no Monogatari,DS,2009,Puzzle,Level 5,0,0,0.2,0,0.2,,,,,,,
Dr. Mario / Puzzle League,GBA,2005,Puzzle,Nintendo,0.12,0.04,0.16,0.01,0.33,74,14,,,Intelligent Systems,E,
Gokujou!! Mecha Mote Iinchou: MM My Best Friend!,DS,2010,Simulation,Konami Digital Entertainment,0,0,0.03,0,0.03,,,,,,,
Monster Trucks,GBA,2004,Racing,Majesco Entertainment,0.43,0.16,0,0.01,0.6,,,,,Skyworks Technologies,E,
Oni,PS2,2001,Action,Take-Two Interactive,0.26,0.2,0,0.07,0.53,69,24,7.8,22,Rockstar Toronto,T,
JASF: Jane's Advanced Strike Fighters,PC,2011,Simulation,Deep Silver,0.02,0.01,0,0,0.04,48,4,3.1,14,Trickstar Games,T,
Blue's Clues: Blue's Big Musical,PS,2001,Misc,THQ,0.28,0.19,0,0.03,0.5,,,,,,,
Gekijouban Macross F: Itsuwarino Utahime - Hybrid Pack,PS3,2010,Action,Namco Bandai Games,0,0,0.21,0,0.21,,,,,,,
Norn + Nonette: Last Era,PSV,2015,Action,Idea Factory,0,0,0.01,0,0.01,,,,,,,
Final Fantasy XI: Wings of the Goddess,X360,2007,Role-Playing,Square Enix,0.26,0,0.02,0.02,0.3,63,4,5.8,5,Square Enix,T,
Angel Blade: Neo Tokyo Guardians,PS,1997,Role-Playing,On Demand,0.12,0.08,0,0.01,0.21,,,,,,,
Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,PS2,2006,Adventure,Konami Digital Entertainment,0,0,0.03,0,0.03,,,,,,,
BMX XXX,GC,2002,Sports,Acclaim Entertainment,0.05,0.01,0,0,0.06,60,15,5,7,"Z-Axis, Ltd.",M,
Getsuei Gakuen: kou,PSV,2013,Adventure,Arc System Works,0,0,0.01,0,0.01,,,,,,,
Adventure,2600,N/A,Adventure,Atari,1.21,0.08,0,0.01,1.3,,,,,,,
Yokai Watch 3,3DS,2016,Action,Level 5,0,0,1.33,0,1.33,,,,,,,
Go Play: City Sports,Wii,2009,Sports,Majesco Entertainment,0.08,0,0,0.01,0.09,,,,,Digital Embryo,E,
Tiger Woods PGA Tour 12: The Masters,X360,2011,Sports,Electronic Arts,0.4,0.16,0,0.05,0.62,80,50,6.1,25,Electronic Arts,E,
